address,price,lat,lon
8 Concord Rd,224000,42.484936,-71.432595
8 Deerfield Rd,4200000,42.314586,-71.298689
8 Edgewater Rd,640000,42.277285,-70.867606
8 Elizabeth Ln,550000,42.242247,-70.857547
8 Enon St #1B,385000,42.583791,-70.884602
8 Hampden Ave,670000,42.493111,-71.17508
8 Hampden St,1300000,42.294933,-71.287841
8 Lions Ln #8,562500,42.4979,-70.935725
8 Longmeadow Rd,1150000,42.387514,-71.298297
8 Maple Ave,330000,42.422549,-70.935086
8 Spalding Rd,1265000,42.468974,-71.083576
91 Spring St,499000,42.180926,-71.304248
8 Thoreau Rd,1400000,42.463169,-71.211607
220-224 Clarendon St #12,705000,42.353367,-71.076419
8 Viking St,1850000,42.332285,-71.034441
8-16 W Water St,800000,42.126921,-70.915309
8-10 Hamblin Rd,801000,42.36407,-71.226712
80 Altamont Ave,580000,42.458903,-71.043703
6 Industrial Park Rd,2000000,42.157866,-71.392389
80 Broadmeadow St,2550000,42.341436,-71.512248
80 Broadway,1250000,42.409103,-71.138461
80 High St #4,490000,42.418858,-71.112331
80-82 W Broadway,22250000,42.341901,-71.055449
80 Westcliff Rd,3087500,42.325789,-71.297573
161 Clare Ave,500000,42.27247,-71.11921
804 Hyde Park Ave,1000000,42.272514,-71.120041
81 Fairview Ave,580000,42.379039,-71.160532
81-A Franklin St,1830000,42.466546,-70.955819
83 Franklin St,1830000,42.46661,-70.955897
81 Appleton St #3,1935000,42.34538,-71.073809
81 Linden St,1025000,42.352828,-71.130167
81 Rumford Ave,1950000,42.359211,-71.243574
81-83 Marion St,465000,42.465636,-70.96865
810 Boston Providence Tpke,2100000,42.171935,-71.195377
815-819 Morton St,6150000,42.281966,-71.087828
53-55 Weybosset St,365000,42.246081,-70.955906
151 Bass Point Rd,990000,42.418778,-70.931588
82 Fayette St,197000,42.469889,-70.93645
82 Jersey St #43,496000,42.3441,-71.097623
82 Sylvan Ln,1500000,42.32885,-71.314242
520 Washington St,950000,42.349073,-71.163198
23-25 Meridian St,890000,42.370767,-71.038868
84 Prospect St,3400000,42.374789,-71.096999
824 Boston Providence Tpke,2150000,42.171935,-71.195377
188 Mount Vernon St,3800000,42.348464,-71.217081
30 Sumner St #30,2225000,42.337027,-71.1914
83 Audrey Ave,1100000,42.282316,-71.213648
83 Central St,385000,42.393489,-71.576583
83 Grant St,1500000,42.393912,-71.088473
81-83 Marion St,80000,42.465636,-70.96865
85 Norwood St,1200000,42.408143,-71.058965
83 Staniford St #6,575000,42.353361,-71.248394
1008 Paradise Rd #3B,370000,42.484108,-70.900328
830 Washington St #3,120000,42.123347,-71.101407
838 E 2nd St,1685000,42.337413,-71.029528
84 Fellsway E,1000000,42.425635,-71.087084
84 Woods Ave,1005000,42.412035,-71.129281
84 Main St,1468500,42.612585,-70.664583
843 Emerson Gardens Rd,1425000,42.461857,-71.214247
849 E 4th St,850000,42.334846,-71.030247
85 Central St,975000,42.199857,-71.426731
85 Griswold St,1000000,42.392413,-71.15639
85-87 Wendell St,1750000,42.356918,-71.052462
600 Cabot St,2200000,42.57291,-70.894231
80 Herrick St,6600000,42.565288,-70.877332
127 Blue Hill Ave,725000,42.26155,-71.09621
850 Washington St,770000,42.140674,-71.234479
854 Eastern Ave,1,42.430002,-71.045493
86 Chelsea St,950000,42.371694,-71.036686
86 Everett St,350000,42.132044,-70.910502
769 Tremont St #1A,745000,42.339689,-71.079845
86 Halcyon Rd,1350000,42.321552,-71.196444
86-88 Bernard St,900000,42.292828,-71.079651
866 Huntington Ave,1700000,42.332683,-71.110735
87 Clifton Rd,1480000,42.301833,-71.182031
87 Gainsborough St #308,815000,42.342409,-71.088451
87 Oxford St,1150000,42.464567,-70.946028
87 Pinckney St #4,3000000,42.35894,-71.068829
87 Prairie St,775000,42.451793,-71.400004
85 Walnut St,100000,42.252465,-71.122721
87 Walnut St,560000,42.252537,-71.121441
875 Park St,750000,42.11252,-71.075427
88 Gerrish Ave,14948000,42.39354,-71.028443
88 Levbert Rd,1675000,42.308797,-71.188099
88 Maverick St,750000,42.370755,-71.040096
88 School St,750000,42.443329,-71.251793
88 Whitfield St,1050000,42.292402,-71.07485
883 Cambridge St,2150000,42.372633,-71.091674
867 Woburn St,3000000,42.525672,-71.148409
89 Edmands Rd,725000,42.328827,-71.439432
89 Forest Park Rd,625000,42.500471,-71.148539
89 Framingham Rd,480000,42.310471,-71.517812
30 Howard St,5765000,42.466492,-70.936389
89 Newfield St,570000,42.292513,-71.168575
891 E 1st St #3,809574,42.338244,-71.029006
893 E 4th St,2150000,42.334876,-71.028246
895 Broadway,1040000,42.419299,-71.005894
89-A Mishawum Rd,478000,42.495592,-71.147983
9 Autumn St,620000,42.27645,-71.16063
9 Beachway,200000,42.042639,-70.834393
719 Ferry St,210000,42.121543,-70.702281
9 Bellevue,2500000,42.315643,-71.29382
9 Bonazzoli Ave #19,200000,42.388402,-71.551185
9 Boynton St,775000,42.471222,-70.922284
9 Chandler St,1600000,42.450543,-71.225061
9 Chestnut St,825000,42.497545,-70.857438
9 Crown Way,1339388,42.484123,-70.872271
9 Franklin St,1095000,42.526275,-70.898973
9 Hale Ave,975000,42.398631,-71.104802
9 Harrison Rd,1000000,42.3985,-71.127315
9 Heffernan Ave,219600,42.468265,-70.972932
9 Jacobs Pl,1050000,42.398358,-71.063104
9 Lakeside Ave,470000,42.233141,-71.138831
9 Linden St #4,990000,42.33484,-71.119015
9 Linmoor Ter,1175000,42.464912,-71.235199
9 Richard Rd,910000,42.28227,-71.20995
9 Rogers Ave,790000,42.46682,-70.949673
9 Shipway Pl #9,1125000,42.37621,-71.052656
9 Sullivan St,600000,42.418514,-71.014114
9 Warner St,900000,42.401366,-71.116179
9-11 Clark St,2150000,42.365207,-71.052977
9-11 Farm Rd,1100000,42.396606,-71.172214
9 Upland Park,1100000,42.409081,-71.123688
90 Clark Ave,830000,42.398459,-71.025852
90 Forbes St,1569000,42.321761,-71.107551
90 Middle St,875000,42.436497,-71.254161
90 Salem St #6,800000,42.363689,-71.05578
90 Trapelo Rd,20000,42.380271,-71.174319
90 Essex St,650000,42.473992,-70.929636
90-96 Main St,1400000,42.418909,-71.065739
32 Cummins Hwy,5680000,42.285854,-71.127014
91 Fayerweather St #3,1060000,42.381959,-71.137316
8 Broadway,1000000,42.494203,-71.099668
91 Gurnet Rd,2100000,42.06963,-70.650609
91 Prospect St,1250000,42.376562,-71.096025
10 Oak St,1100000,42.37515,-71.099246
916 Broadway,1300000,42.400884,-71.119806
919 Eastern Ave,3000000,42.429921,-71.04392
96 County St,750000,42.202122,-71.265661
92 Foster Ave,995000,42.100683,-70.656269
92 Langdon St,1050000,42.349307,-71.193984
555 Boylston St #555,2480000,42.328279,-71.136036
93 Concord Ave,1645000,42.391839,-71.161511
93 Cowper St,825000,42.381175,-71.015966
93 Dresser St,1100000,42.338198,-71.045484
93 Locksley Rd,850000,42.522274,-71.011431
93 Massachusetts Ave,740000,42.178572,-71.01132
93 Thorndike St,4296675,42.370001,-71.082203
935 Washington St,1500000,42.183849,-71.203409
936 Broadway,2750000,42.400705,-71.021344
94 Calvary St,2000000,42.368936,-71.225961
94 Lincoln St,594900,42.283615,-71.418863
94 Mutton Ln,650000,42.197415,-70.928593
95 Gainsborough St #308,757587,42.342473,-71.088869
95 Grove St #1,306120,42.266066,-71.159595
95 Hampshire St,1400000,42.368974,-71.094873
95 Lynn St #5,215000,42.511402,-70.947724
95 W Squantum St,90000000,42.273147,-71.031226
95-97 Addison St,2050000,42.385309,-71.016001
951 Walnut St,905000,42.329881,-71.206729
956 Waltham St,600000,42.416973,-71.231393
96 Beacon St #2,5450000,42.355538,-71.072551
96 Otis St,1000000,42.370619,-71.082353
96 Powder Mill Rd,229075,42.437994,-71.439001
96 Winthrop Rd,2900000,42.33717,-71.131694
960 Centre St,1699000,42.30363,-71.124804
968 Main St,770000,42.463668,-71.144735
97 Appleton St,2850000,42.345484,-71.073778
97 Bacon St,925000,42.293125,-71.335481
97 Charles St #97,1150000,42.358904,-71.070615
97 Dover St,1591850,42.396325,-71.124198
97 Elm St,1800000,42.38961,-71.116854
97 Hampshire St,1300000,42.369123,-71.095052
201 Middlesex Tpke,7250000,42.497963,-71.227355
97 Summer St,360000,42.578617,-70.762419
975 Memorial Dr #908,3200000,42.371573,-71.124602
15 Massachusetts Ave,460000,42.572471,-70.928129
987 Worcester St,512000,42.299313,-71.365848
99 Clark St,1,42.410388,-71.061716
99 Clyde St,4800000,42.319096,-71.142569
99 Franklin St,1750000,42.467069,-70.956394
18 Middle St,649300,42.501829,-70.852941
99 Lowland St,2050000,42.209794,-71.41244
99 Truman Rd,745000,42.313263,-71.19856
99 Walnut St #D1,94000,42.491714,-71.019746
60 Glen Rd #T12,745000,42.32585,-71.11691
1083 Main St,910000,42.376452,-71.255964
19-21 Neillian Way,550000,42.476821,-71.266848
9 Beacon St,550000,42.48342,-71.280473
32 Indian Woods Way #32,635000,42.148676,-71.100021
5 Eliot St,1,42.40853,-71.109085
610 Pleasant St,1,42.424751,-71.088524
133 Farm St,470000,42.123654,-71.474847
158 Princeton St,975000,42.378462,-71.033434
342 Highland Ave,800000,42.499975,-70.927979
76 Tremont St,1,42.350245,-71.170768
44 Iffley Rd,1100000,42.312532,-71.099782
410 Salem St #405,785000,42.512527,-71.044288
16 Thayer Heights Rd,1,42.213306,-71.501706
5 Westley Ave,755000,42.397265,-71.132092
148 Mill St,1820000,42.340779,-71.19894
55 Pond St #4B,592500,42.379477,-71.238622
55 Pond St #8B,348000,42.379477,-71.238622
55 Pond St #8C,287000,42.379477,-71.238622
275 Centre St #3,470000,42.164136,-71.023529
155 Homestead Ln,1200000,42.134531,-70.879462
21 Philips Farm Rd,1130000,42.114025,-70.695604
111 Foster St #411,185000,42.521823,-70.931394
100 Birney St #9,950000,42.521714,-70.93049
42-44 York Ave,725000,42.379556,-71.183219
31 Washington St,1500000,42.390376,-71.570404
271 Crafts St,1675000,42.358209,-71.210087
10 Sim Rd,850000,42.447173,-70.999446
5 Wheeler Rd,23500000,42.47565,-71.213546
27 Jerdens Ln,300000,42.652157,-70.610566
318 Granite St,2350000,42.242928,-71.012609
324 Granite St,2350000,42.242837,-71.01287
295 Winter St,262500,42.099403,-70.868967
1 Hobart St,533800,42.568168,-70.938074
146 Maple St,533800,42.569333,-70.939513
148 Maple St,275400,42.569405,-70.939609
66 N Putnam St,533800,42.568588,-70.939575
9 Hobart St,645000,42.567258,-70.93964
114 Maple St,2590800,42.568375,-70.938427
140 Maple St,2590800,42.569116,-70.939235
2 Putnam Ct,2590800,42.568396,-70.939741
3 Hobart St,2590800,42.567891,-70.938604
53 N Putnam St,2590800,42.568139,-70.940043
6 Hobart St,2590800,42.567471,-70.938998
6 Putnam Ct,2590800,42.568379,-70.939726
29 Bartlett St,2230000,42.322999,-71.594339
96 The Valley Rd,1265000,42.429754,-71.364659
65 W Plain St,700000,42.322419,-71.367918
21 Oak St #1,979000,42.348384,-71.063967
111 Derby St #1,414000,42.522599,-70.884131
190 Pleasant St,649000,42.372954,-70.987884
975 Memorial Dr #402,812,42.371573,-71.124602
122 Decatur St #11,392000,42.414464,-71.137474
20 Alma Rd,670000,42.520342,-71.210204
115 Franklin St,678000,42.476955,-71.092956
15 Robin Rd,775000,42.513109,-71.108674
16 Addington Rd #52,910000,42.337035,-71.133894
179 Emerald St,1100000,42.421054,-71.084259
8 Ridge Rd #3,455000,42.414088,-71.325417
145 Winthrop Rd #1,420000,42.337584,-71.13428
487 Talbot Ave #2,545000,42.286959,-71.064834
9 Community Way,430000,42.062457,-71.203834
41 Connell Dr,625000,42.119075,-71.071836
62 Stonewood Ln,850000,42.506924,-70.987188
10 Circuit Rd,810000,42.23786,-71.154219
105 Adams St,700000,42.236515,-71.154771
300 Grove St,1,42.454319,-71.05435
49 Dudley St,1170000,42.418551,-71.097652
225 Dorchester St #5,945000,42.333314,-71.050289
30 Franklin St #118,460000,42.428821,-71.060367
14 Wampus Ave #33,222000,42.503604,-71.418888
18 Tilton Ter,276000,42.468902,-70.940542
8 Rice St,285000,42.533163,-70.888204
268 Union St,383000,42.131632,-70.846991
80 Central Ave,280000,42.296953,-70.884246
21 John St,292000,42.098745,-70.682551
225 Rivermoor St,13850000,42.278056,-71.179071
65 E India Row #18E,917500,42.357947,-71.050993
29 Goldsmith St #1,905000,42.307976,-71.118829
96 Wellsmere Rd #96,533000,42.278849,-71.133116
270 Washington St,570000,42.250065,-71.170731
310 Mansfield St,512000,42.059733,-71.177938
2 Laurent Rd #5,297000,42.507666,-70.901699
39 Court St #3,1425000,42.353519,-71.202445
70 Webster St,2620000,42.305205,-71.236046
156-160 Chelsea St #303,530000,42.373756,-71.034454
178 Central St,460000,42.055369,-71.240672
60 King St,577500,42.527382,-70.941082
232 Canton St #109,285000,42.18689,-71.07392
40 Whitman Rd #2-2,365000,42.375144,-71.207439
32 Robey St #32,540000,42.322226,-71.068396
993 Massachusetts Ave #206,390000,42.419277,-71.167759
10 Hampton Rd,1450000,42.296017,-71.375944
207 Aldrich Rd,930000,42.548312,-71.20976
5 Pickman Rd,685000,42.494894,-70.89627
13 Ravine St,1610000,42.412368,-71.160334
19 Underwood Park #1,510000,42.360891,-71.238918
18 Heatherwood Dr #18,480000,42.324459,-71.567779
15 Short St #3,525000,42.341017,-71.127708
34 Patricia Dr #34,450000,42.136724,-71.140053
12 Brimbal Ave,695000,42.56414,-70.867947
56 Hillsboro St,575000,42.232735,-71.000835
9 Reed St,1315000,42.434708,-71.183368
173-175 Emerald St,926000,42.421054,-71.084259
73 Chapman Rd,423000,42.123814,-71.072422
71 Joyce Kilmer Rd,820000,42.269328,-71.165584
60 Water St,575000,42.551684,-70.923286
7 Beech St #303,315500,42.390491,-71.120703
612 Page St,1285000,42.153713,-71.076278
505 Tremont St #906,4862500,42.345021,-71.070212
18 Burnett St #18,943000,42.30394,-71.111013
20 Crestline Cir,582000,42.553767,-70.947302
66 Robbins St,1470417,42.457312,-71.468158
112 Dunster Rd #2,960000,42.311889,-71.119455
50 Silver Hill Ln #1,323000,42.278307,-71.384861
127 Heath St #1,611500,42.39618,-71.097248
138 Pleasant St,620000,42.159763,-71.21087
155 Shade St,2715000,42.432809,-71.253911
6-8 Grant Ave,1,42.388284,-71.188587
76 Ridgewood St,1100000,42.302464,-71.064754
12 Chancery Ct #204,335000,42.458974,-70.938327
163 Forest St,915000,42.605239,-71.04869
19 Bridle Spur Ln,500000,42.60784,-70.944496
292 Summer St #1,895000,42.391965,-71.115978
1 Aberdeen Way #128,285000,42.377336,-71.147484
40 Dale St,840000,42.320658,-71.084016
44 Walcott Valley Dr #44,340000,42.231869,-71.519483
70 Baker Ave,973667,42.422068,-71.200646
34 Boulderbrook Dr #34,480000,42.513383,-70.97227
1055 Old Connecticut Path,620000,42.326694,-71.385162
24 Sunset Rd,950000,42.329901,-71.363505
31 Henry St,920000,42.398449,-71.098595
551 Elm St,940000,42.463097,-71.381159
11 Fisher Ave,2805000,42.30215,-71.31224
41 Pinckney St #1,1300000,42.358962,-71.066613
10 Hillside Cir #3,810000,42.388146,-71.110882
21 Hillside Rd,1275000,42.673411,-70.635248
18 Aurele Cir,740000,42.535764,-71.126769
280 Boylston St #801,995000,42.319312,-71.179044
40 Daniels St #1,605000,42.521066,-70.885437
173 Endicott St,2025000,42.365907,-71.057508
14 Bay Rd,610000,42.419236,-70.989799
11 Railroad Ave,1,42.429758,-71.057042
25 Alpheus Rd,549000,42.271373,-71.128353
1373 Highland St,585000,42.188743,-71.435322
12 Birch St,525000,42.450841,-71.00467
8 Boylston St #2,615000,42.319261,-71.110995
3 Burrill St,450000,42.464245,-70.994383
111 Massachusetts Ave,615000,42.267905,-71.180885
39 Cary Ave #16,310000,42.396229,-71.028794
103 Wildwood Dr,705000,42.217008,-71.231505
703 Irving Rd #703,451000,42.185678,-71.074261
58 Jacqueline Rd #8,425000,42.407189,-71.232681
42 Paine St,654900,42.382496,-70.983412
1 Charles St S #1205,1180000,42.352495,-71.067469
46 Dix St,250000,42.405453,-70.992809
345 Grove St,635000,42.257952,-71.156417
101 Davis Rd,1245000,42.494425,-71.298821
5 Post Oak Ln #21,266000,42.277798,-71.386856
9 Bagley Rd,440000,42.145335,-71.018999
197 Hillside Ave,1239000,42.295701,-71.237006
189 Mechanic St,7500000,42.082192,-71.459429
2235-2241 Washington St,2900000,42.330951,-71.083007
326 W Elm St,1,42.100443,-70.823182
50 Bearskin Nck #D,447500,42.660165,-70.615332
48 Bearskin Nck #1,429000,42.660166,-70.61533
41 Hopestill Brown Rd,1449000,42.343886,-71.410396
9 Woodside Ter,675000,42.504924,-71.14944
37 Francis St #2,500000,42.377112,-71.245769
12 Sea St,250000,42.241727,-70.944489
36 Bates Rd,520000,42.260866,-71.420132
290 Pleasant St,790000,42.493958,-70.869576
211-213 Main St,949900,42.422251,-71.067113
64-68 Beach St,7100000,42.351407,-71.06022
27 Glen St #2,85000,42.130718,-71.102224
228 Ridge St,900000,42.453893,-71.175631
225 Pleasant St,280000,42.142985,-71.356257
1 Lowell Ave #1,1400000,42.466022,-71.133205
197 Marianna St,775000,42.477083,-70.932534
17 Margin St #15,325500,42.45828,-70.976446
28 Radcliffe Rd,1480000,42.406388,-71.168669
175 Academy Ave,715000,42.219304,-70.946051
14 Johnston Ter,575000,42.449897,-71.013286
10 Stanley Rd,2100000,42.322468,-71.225463
241 Perkins St #C202,984500,42.321455,-71.119618
113 Pine St,760000,42.562355,-70.950345
39 Irving St,860000,42.365284,-71.178841
27 Trenton St #2,935000,42.377932,-71.061697
68 Lowell Ave,1,42.37775,-71.185524
11 Grant Pl,805000,42.448078,-71.224982
17 Royal St,725000,42.397596,-71.201549
21 Lakeview Ave,450000,42.156363,-71.022907
204 Ipswich Rd,648000,42.654235,-70.922675
14 Congress St,475000,42.467288,-70.960474
11 Dell Ct,440000,42.462188,-70.988271
326 Dartmouth St #1L,826000,42.353061,-71.078959
326 Dartmouth St #BFL,826000,42.353061,-71.078959
15 Falls St,500000,42.483057,-70.933907
156-A Quincy St #B,370000,42.313505,-71.076134
46 Woodland Rd,480000,42.182196,-71.195186
335 Maverick St #2,624500,42.366419,-71.03039
133 Seaport Blvd #2007,2199000,42.350971,-71.043923
16 Cypress Rd,1800000,42.43153,-71.177066
21 Summit Ave,1400000,42.383791,-71.095592
340 Great Rd,12000000,42.503389,-71.420228
420 Lakeside Ave #303,186264,42.341277,-71.571731
420 Lakeside Ave #304,186264,42.341277,-71.571731
1868 Commonwealth Ave #6,388000,42.338443,-71.152403
55 Burnside Rd,1400000,42.293037,-71.22803
4 Cobblestone Cir,2505000,42.381587,-71.360103
2 Perley Evans Dr,675200,42.159141,-71.046975
37 Worcester Sq #4,1710000,42.33597,-71.073825
11 Averill Rd #B,599000,42.616362,-71.020517
80 Broad St #PH1101,1430000,42.357598,-71.052925
3 Scott Dr,549000,42.563544,-71.025678
38 Brandymeade Cir,950000,42.448897,-71.499754
196 Southville Rd,689900,42.266711,-71.541602
70 Lennon Rd,749000,42.428393,-71.176102
521 Mount Auburn St #1,1850000,42.370605,-71.162215
521 Mount Auburn St #19,1850000,42.370605,-71.162215
89 Adams St,1,42.368091,-71.240462
195 Lincoln Rd,500000,42.142111,-71.282688
794 E 7th St #G,61000,42.332391,-71.02769
720 E 2nd St #2,910000,42.337318,-71.034739
198 Beacon St,753000,42.514892,-70.856935
431 Main St #3,640000,42.187321,-71.303943
229 Underwood St,1420000,42.190653,-71.450194
23 Cheverus Rd #1,583000,42.292222,-71.062826
56 Western Ave #56,1187000,42.365018,-71.106743
30 Longwood Ave #302,1435000,42.341132,-71.118766
47 Grafton St,2000000,42.335652,-71.194935
118 Arlington St #3,510000,42.262551,-71.121008
40 Isabella St #1E,2725000,42.348743,-71.070635
14 Pine Brook Rd,1125000,42.359491,-71.343166
44 Nobel Rd,585000,42.228797,-71.154688
1-A Christine Ave,500000,42.107218,-71.377239
30 Park St #6,975000,42.3015,-71.054071
51 Coolidge Rd,580000,42.489163,-70.934883
15 Ronan St #3,500000,42.311066,-71.066935
58-A Houghton St,415000,42.384819,-71.569389
32 Princeton Rd,1450000,42.405028,-71.151235
395 Weston Rd,1290000,42.309996,-71.315721
8 Belleview Ave,675000,42.568407,-71.009579
78 Dexter St,975000,42.399971,-71.100813
791 E 6th St #1,515000,42.333128,-71.028756
56 Manning Rd,442000,42.487388,-70.93649
334 Tilden Commons Ln #334,430000,42.175293,-70.980074
4 Preston Sq #4,1400000,42.250648,-70.961717
8 Hillside Ave,1040000,42.509354,-70.849973
21 Gabriel Rd,525000,42.13404,-71.161158
250 Main St #408,345000,42.391887,-71.561838
747-749 E Squantum St,500000,42.29761,-71.0161
360 Andover St #1310,540000,42.572707,-70.992019
16 Colliston Rd #2,520000,42.339691,-71.14493
12 Pearl Ct,470000,42.426693,-71.07618
11 Wampus Ave #15,180000,42.503527,-71.418951
39 Matthews St,533000,42.235198,-71.169058
20 Cedar St,987500,42.566419,-71.088296
21 Moulton St,600000,42.467073,-70.965758
73 North St,2600000,42.336314,-71.212353
15 Hillcrest St,788980,42.454701,-70.995472
12-14 Bedford St,1050000,42.371855,-71.24718
418 Union Ave,1,42.290764,-71.426066
14 Malvern Ter,2450000,42.351408,-71.257224
52 Cavendish Cir #52,561000,42.497447,-70.92354
50 Amory St #2,1325000,42.370673,-71.101166
99 Sedgwick St #1,1780000,42.308322,-71.110628
81 Maple Pl,650000,42.250128,-71.173177
58 Raechel Rd #58,300000,42.176387,-71.043621
12 Rockwood Rd,505000,42.128804,-71.135046
22 Hayward St #22,555000,42.15892,-71.03252
25 Franklin St,420000,42.464864,-70.953388
50-52 Mystic Valley Pkwy,1175000,42.414737,-71.134323
1105 Lexington St #6-11,405000,42.412643,-71.233175
44 Lafayette Ave #404,286000,42.400263,-71.03105
44 Fulkerson St,1222000,42.370598,-71.087108
18 Tyler Ave,1355000,42.423333,-71.136186
160 Commonwealth Ave #410,625000,42.351537,-71.078204
108 Tappan St #108,880000,42.332676,-71.130168
32 Traveler St #501,1100000,42.344302,-71.063212
12 Warren Ave,663201,42.138625,-70.712303
1 Webster St,1200000,42.385393,-71.083631
66 Northwood Dr #66,715000,42.418592,-71.391185
42 Bartlett Rd,160000,42.373586,-70.986921
321 Harvard St #303,812000,42.370424,-71.108268
817 E 2nd St,1600000,42.337419,-71.029295
588-590 E 5th St,1570000,42.334002,-71.036736
3 Balmoral Park,1100000,42.33124,-71.034796
4 Wolfpen Ln,1800000,42.322907,-71.53843
111 Foster St #217,221888,42.521845,-70.93154
20 Summer Ave,500000,42.527108,-71.123055
29 Foch St,900000,42.40143,-71.134875
6 E Concord St,2940000,42.337529,-71.074529
80-82 Broad St #1,270000,42.463656,-70.937935
30-32 Slade St,985000,42.38354,-71.180228
992 Summer St,715000,42.518353,-71.014963
31-33 Myrtlebank Ave,949000,42.281785,-71.053702
129 Clarence St,745000,42.411991,-71.044154
10 Barbara Rd,575000,42.150359,-71.040351
170 Gore St #101,480000,42.372629,-71.085629
308 Lowell St,530000,42.533461,-70.949185
61 Glendale St,925000,42.426617,-70.986928
68 Glendale St,925000,42.426527,-70.986718
145 Pond Brook Rd,1000000,42.307918,-71.174508
20 William Fairfield Dr,1520000,42.609856,-70.91814
8 Westway Rd,1400000,42.361184,-71.332991
209 W Newton St,3300000,42.343873,-71.079399
227 Center St,375000,42.114699,-70.846936
370 Shirley St,845000,42.375207,-70.973063
18 Appaloosa Ln,1018000,42.614886,-70.821808
14 Robbins Rd,540000,42.066738,-71.205201
85 Phelps St #85,279000,42.348086,-71.525845
333 Washington St #855B,662000,42.356845,-71.059073
1906-1918 Dorchester Ave #610,490000,42.285432,-71.064379
18 Besso St,505000,42.103329,-71.431479
16 North St,500000,42.590184,-71.086453
17 Charles St,500000,42.592696,-71.0845
8 Charles St,500000,42.592816,-71.084841
15 Cottage St,559900,42.600228,-71.07474
174 Haverhill St,400000,42.579832,-71.078992
5 Levin Rd,430000,42.122398,-70.899718
615 North St,750000,42.228424,-70.943221
3 Weybossett Ave,520000,42.272714,-71.433293
51 Msgr Patrick J Lydon Way,900000,42.289003,-71.059569
52 Brookhouse Dr,1120000,42.485699,-70.889139
45 Province St #1507,600000,42.356912,-71.060201
12 Albamont Rd,1025000,42.449158,-71.157901
83 Ivy St #44,688000,42.347188,-71.108415
56 Bigelow Ave #16,630000,42.369485,-71.157539
210 Bolton St #12,870000,42.338724,-71.04765
24 Robinson Rd,800000,42.433764,-71.132705
1000 Nickerson Rd,6633000,42.333122,-71.600332
1550 Worcester Rd #401,349000,42.29406,-71.464337
13 Trask St,548000,42.619784,-70.660486
146 Willow St,687000,42.528214,-71.124616
9 Abbott St,760000,42.520484,-70.919257
536 Dorchester Ave #2,699000,42.330903,-71.056841
81 Seaver St,1035000,42.299551,-71.279177
64 Pigeon Hill St,675000,42.672863,-70.634441
11 Yew Dr,635000,42.180497,-71.176476
25 Indiana Ave #2,1000000,42.387876,-71.08219
20 Groveland St,295000,42.471918,-70.929462
27 Homer Ave #11,365000,42.375482,-71.147962
688 Tremont St #3,820000,42.341133,-71.076982
948 Dedham St,3400000,42.29641,-71.180844
189 Plain Rd,975000,42.362666,-71.332718
1 Charles St S #10A,3475000,42.352495,-71.067469
51 Albert Rd,1250000,42.355571,-71.240415
436 Dedham St,3163750,42.30788,-71.197228
9-11 Proctor St,1152200,42.353387,-71.211447
9 Eastern Ave,936000,42.514152,-71.067098
69 Frankland Rd,600000,42.242985,-71.496075
214 Washington Ave #1,285000,42.399867,-71.03273
14-20 W Broadway #704,660000,42.342369,-71.056366
6 Pilgrim Rd,1821795,42.288792,-71.266409
2 Hemlock Dr,529000,42.164424,-71.425045
350 Park St #208,138000,42.565367,-71.108012
27 Isabella St #4,2085000,42.348748,-71.069732
6 Skylar Dr,764200,42.287148,-71.537751
54 Park St,670000,42.570673,-71.140756
68 W Shore Rd,499000,42.141102,-71.018949
12 Arizona Ter #2,270000,42.413896,-71.133541
164 Boden Ln,785000,42.28628,-71.392085
573 Broad St #136,285000,42.217359,-70.936111
10 Neptune Street Ct,630000,42.457727,-70.96432
17 Margin St #21,310000,42.458332,-70.976546
54 Crescent Ave #B,610000,42.319085,-71.053141
682 Broadway,5825000,42.473076,-71.02413
230 Independence Way,11800000,42.553699,-70.935788
74 Douglas Dr,305000,42.064835,-71.470781
60 Maurice St,775000,42.438958,-71.087292
85 Lexington St #2,590000,42.37828,-71.036007
30 Crestwood Dr,1700000,42.325683,-71.271262
11 Melody Rd,500000,42.53408,-70.921477
952 Commercial St,765000,42.224187,-70.934581
400 Wrentham Rd,525000,42.025473,-71.469453
281 Euclid Ave,510000,42.48749,-70.956451
77 Spyglass Hill Dr #77,400000,42.239466,-71.428982
211 Highland Ave,660000,42.376035,-71.203191
158 Shute St,700000,42.421344,-71.045364
13 Blanchard St,550000,42.471873,-70.961351
14 Columbus Ave,690000,42.463788,-71.011368
16 Chatham Rd,677500,42.40564,-71.043567
28 Archer St,550000,42.478682,-70.931479
39 Heard St,610000,42.395818,-71.033354
1112 Waverley St,467000,42.270745,-71.443766
26 Fairbrook Rd,545000,42.320843,-71.41951
26 James Ave,495000,42.345355,-71.532345
9 Summit Ave,640000,42.445136,-71.004804
34 Beaman Ln,435000,42.3622,-71.518499
1963-1975 Massachusetts Ave #405,1380000,42.390183,-71.120954
22 Vernon St,1025000,42.424626,-71.129901
117 Savage St,720000,42.418858,-71.026087
31 Palfrey St #31,641500,42.368391,-71.180875
1 Nathaniel Cir,950000,42.594777,-70.925208
18 Birchwood Rd,575000,42.160183,-71.051218
42 Conant Rd,1485000,42.373409,-71.30084
46 Joyce Dr,620000,42.138911,-71.118941
77 Gibbs St #1,1020000,42.349003,-71.125918
