address,price,lat,lon
311 Commonwealth Ave #40,1700000,42.349458,-71.085943
160 Woodland St,2138700,42.276039,-71.325728
154 Laurel Dr,1475000,42.271081,-71.233196
179 Harvey St #179,1385000,42.397541,-71.13647
106 Forest Hills St,641750,42.379919,-71.067716
400 Massapoag Ave,730000,42.08507,-71.172282
30 Oak Ter,1848000,42.321802,-71.212848
398 Depot Rd,1475000,42.501614,-71.494827
15 Aberdeen Ave,600000,42.509059,-70.951807
51 Cobblestone Ln,1225000,42.129363,-70.846134
1 Eastern Ave,1,42.514199,-71.226334
35 Rosemont St #2,464900,42.292941,-71.05514
11 Mark St #2,550000,42.322915,-71.109655
851 Broadway #32,1,42.418447,-71.045282
159 Bittersweet Ln #105,250000,42.162926,-71.05326
86 Washington St #4,219000,42.469244,-70.955831
37 Hewlett St #1,400000,42.289856,-71.134955
39 Woodward St,1276000,42.320356,-71.213767
27 Maple Ave,801000,42.416708,-71.116387
33 Hillcroft Rd,1675000,42.308165,-71.123882
16 Grenville Rd,1550000,42.376143,-71.1762
7 Highwood Rd,1410000,42.577228,-70.784699
105 Gore St #3,495000,42.372197,-71.082663
45 W 3rd St #404,820000,42.341584,-71.052989
55 Staffordshire Ln #D,399000,42.455236,-71.384864
3 Eleanor Ave,570000,42.548995,-70.906902
62 Queensberry St #404,557500,42.342567,-71.097731
70 Fenway #26,890000,42.342869,-71.091393
122 Riverway #19,420000,42.343272,-71.10441
40 Cannon Rock Rd,445000,42.500116,-70.967875
146 Salem St,460000,42.512366,-71.029842
6 Proctor St,705000,42.274359,-71.369654
1405 Centre St #1405,779000,42.27764,-71.15892
61 Boardman St,835000,42.389013,-71.010285
323 Purchase St,405000,42.184553,-71.539271
158 Lincoln St,385000,42.349841,-71.547731
111 Foster St #509,235000,42.521845,-70.93154
912-912A Beacon St,3175000,42.346518,-71.106106
715 Washington St,450000,42.202419,-70.94794
2052 Washington St,989900,42.171,-71.009109
135 Commonwealth Ave #7,5700000,42.352345,-71.077244
135 Commonwealth Ave #8,5700000,42.352345,-71.077244
45 Market St #1,1361000,42.36869,-71.096452
22 Draper Rd,1200000,42.371591,-71.339662
15 Parmenter Rd,1,42.389239,-71.49701
22 Barnstable Rd,932500,42.263293,-70.860514
133 Seaport Blvd #2110,1350000,42.350971,-71.043923
20 Grovenor Rd #2,481500,42.31412,-71.114474
87 Harrington Ridge Rd,1306000,42.242996,-71.397432
34 Tally Ho Dr,1010000,42.610728,-70.866607
82 Bullard St,1705000,42.19829,-71.357265
206 Crosby St,1750000,42.430209,-71.156272
107 Concord Rd,2700000,42.37751,-71.31156
36 Meadow Dr,550000,42.584434,-71.017737
249 Bennett St,259000,42.04965,-71.35745
75 Waltham St #4,845000,42.343057,-71.070515
41 Halvorsen Ave,700000,42.290085,-70.882047
232 Prospect St,750000,42.125118,-71.093016
10 Stanley Dr,690000,42.314047,-71.48263
27 Pearl St,300000,42.615687,-70.667932
29 Pearl St,300000,42.615697,-70.66788
31 Pearl St,300000,42.615708,-70.667828
4 Vaughn Hill Rd,1049000,42.450835,-71.623966
776 Boylston St #PH1D,4675000,42.348809,-71.081814
12 Presentation Rd #2,660000,42.353306,-71.172179
17 Marmion Way,1000000,42.656694,-70.603895
30 Wampatuck Ave,933000,42.208933,-70.730297
4 Beach Rd,530000,42.196673,-71.55344
86 Howlett St,450000,42.642347,-70.937579
100 Marina Dr #615,430000,42.296729,-71.025758
12 Harrison Ave,510000,42.620885,-70.647757
15 Magnolia Rd,840000,42.256157,-71.082296
196 Mill St #196,98050,42.136521,-71.131749
10 Lyndon Rd,750000,42.12053,-71.15901
13 Villa Dr,480000,42.07611,-71.23383
123 Otis St,1300000,42.347197,-71.212245
131-133 High St,1675000,42.366658,-71.231267
44 Lindor Rd,616000,42.584559,-71.072368
95 Magnolia Ave,648000,42.587367,-70.718882
98 Wayne Rd,2380000,42.300619,-71.237454
155 Lincoln St,710000,42.464091,-71.054563
25 Huckleberry Hill Rd,3150000,42.420559,-71.277866
400 Governors Dr #28,333000,42.383104,-70.981252
15 Maywood Ter,590000,42.490843,-71.145549
20 Eaton St,1400000,42.525971,-71.095187
154 Bellingham Rd,1052500,42.303431,-71.149728
4 Agatha Way,1409000,42.589725,-71.088909
136 Orange St,1325000,42.281011,-71.139367
129 Myrtle St #129,660000,42.359297,-71.069239
80 Revere St #8,660000,42.359549,-71.069191
160 Commonwealth Ave #211,750000,42.351537,-71.078204
248 Albion St #228,525000,42.499221,-71.077868
907 Main St #2,890000,42.461961,-71.14241
121-127 Portland St #209,1040000,42.363468,-71.060818
28 Winslow Dr,975000,42.111598,-70.862306
27 Hartland Way #104,185000,42.518661,-71.407957
149 Webster St #1,490000,42.365914,-71.035419
496 Heald Rd,1220848,42.528044,-71.379816
10 Laurel Dr,595000,42.398829,-71.588023
76 Lewis St,2150000,42.351323,-71.193991
105 Washington St #3C,935000,42.381142,-71.086967
8 Battery St #6,440000,42.366334,-71.052211
68 Barstow Ave,1200000,42.115588,-70.801486
11 Dover Farm Rd,1500000,42.214145,-71.317671
24 Meacham St,895000,42.397755,-71.096795
72 Wyman St #3,544900,42.320197,-71.10495
7 Park Ave #1,1660000,42.397871,-71.122171
173 Pleasant St,575000,42.091458,-71.392017
5 Auburn St,775000,42.585211,-70.92946
110 Lakeview Ave,545000,42.406246,-71.244083
66 Rugani Ave,1,42.13953,-70.739349
48 Hanson St,400000,42.518178,-70.913019
63 Melcher St #407,555000,42.349416,-71.049991
335 Lake St,833000,42.4036,-71.159784
8 Robbins Rd #A,450000,42.154648,-71.250207
7 Robinwood Rd,880000,42.465478,-71.431375
22 Prospect Ter,805000,42.426835,-71.082763
79 Montgomery St #1,2711000,42.343366,-71.074754
398 Metropolitan Ave,760000,42.271982,-71.122743
49 Hubbard Rd,4150000,42.332365,-71.280434
5 Alicia St,550000,42.272388,-71.439513
26 Puritan Rd,975000,42.39618,-71.086521
59 Laconia St,2675000,42.451689,-71.202232
199 Lake Shore Rd #1,448000,42.345418,-71.169534
32 Traveler St #403,960000,42.344302,-71.063212
177 Main St,950000,42.323419,-71.364637
100 Baldwin Ave #22,820000,42.511833,-71.154684
36 Westboro Rd,680000,42.327924,-71.546178
10 W Dexter Ave,825000,42.512504,-71.159653
4 Colonial Village Dr #4,335000,42.426512,-71.185837
26 Towns Ct,425000,42.479795,-70.952023
25 Broadway,961000,42.423858,-71.042729
300 Malden St,850000,42.420869,-71.01683
197 8th St #510,1549000,42.374594,-71.052528
7 N Pine St #1,400000,42.518766,-70.905169
64 Simon Hill Rd,540000,42.16104,-70.832915
30 Franklin St #221,365000,42.428821,-71.060367
110 Trotter Rd #2402,450000,42.154088,-70.951976
110 Trotter Rd #2412,540000,42.154088,-70.951976
11 Coolidge Rd,2075000,42.486345,-70.865368
39 Constitution Dr,1250000,42.271941,-71.50793
43 Fox St #2,539000,42.306106,-71.064226
2 Tanglewood Ln,1615000,42.446754,-71.167104
58 Almont St #16,1,42.42728,-71.057398
5 Grandview Rd,550000,42.590692,-70.981127
410 Center St,575000,42.05922,-71.478187
40 Cheshire St #40,1150000,42.312524,-71.109173
29 Calvin St,755000,42.473573,-71.244768
21 Gretter Rd,717000,42.294527,-71.146184
8 Rutledge St,1995000,42.282906,-71.153576
21 Adin Dr,1400000,42.447857,-71.355554
57 Holyoke St #6,450000,42.468526,-70.977684
453 Linebrook Rd,750000,42.6723,-70.944615
35 Milford St,980000,42.143937,-71.435371
4 Bradford Rd,528000,42.180663,-71.532855
52 Winthrop St #2,805000,42.372683,-71.252239
240 Heath St #PH6,695000,42.328342,-71.109821
35 Waverly St,925000,42.410132,-71.058208
37 Waverly St,925000,42.410132,-71.058208
95 Manatee Rd,1350000,42.221318,-70.912812
26 Homer Cir,1000000,42.425092,-71.105771
17 Park St #3,845000,42.302427,-71.053121
6 Fairview Rd,500000,42.170161,-71.152433
100 Boatswains Way #101,450000,42.390258,-71.048801
74 Forest Ave,2100000,42.250201,-70.828221
19 Balcarres Rd,1870000,42.3454,-71.218398
736 Ocean St,430000,42.101951,-70.659907
179 Presidents Ln #4L,225000,42.250539,-71.006344
3 Dwight Ave,1519450,42.308137,-71.356636
49 Melcher St #205,780000,42.349416,-71.049991
118 Whitman St,880000,42.415369,-71.514094
661 South St,1095000,42.28705,-71.127963
19 Shepard St #41,645000,42.381525,-71.12175
56 Monadnock Rd,2910000,42.318473,-71.294107
217 Gaston St,533760,42.438407,-71.094428
29 Lakeview Ave #29,315000,42.061944,-71.463318
32-32A Tremont St,1299900,42.376267,-71.058108
241 Lexington St #3,750000,42.379882,-71.031716
22-24 Clyde Rd,1225000,42.374571,-71.165833
392 Robinson Rd,1000000,42.467394,-71.535985
285 Princeton St #2,552000,42.380044,-71.029225
685 Hale St,970000,42.561278,-70.817805
19 Medford St #2,370000,42.387349,-71.042841
53 Aldrich Rd #A,465000,42.363425,-71.187949
214 Market St #309,760000,42.355155,-71.149727
371 Harvard St #4B,665000,42.371443,-71.112006
77-79 Martin St #34,600000,42.382471,-71.122159
54 Carolina Ave #2,1350000,42.307907,-71.112478
15 Guernsey St,930000,42.503592,-70.858424
237 America Blvd #237,650000,42.253,-71.451066
24 Cheever St,900000,42.259397,-71.100554
59 Webster St,1590000,42.366474,-71.036447
16 Hearthstone Rd,1410000,42.226877,-71.509353
99 Florence St #30-4A,2200000,42.318008,-71.177251
65 4 Winds Dr,560000,42.051599,-70.819519
40 Shore Garden Rd,793600,42.265099,-70.851333
23 Montserrat Rd,850000,42.566041,-70.871125
408 Essex Ave,605000,42.617895,-70.717737
572 Union St,610000,42.137927,-70.918593
5 Elm St,1500000,42.187725,-71.147062
24 Teal Cir #24,451000,42.13975,-71.262003
15 Northwood Dr,1020000,42.17793,-71.25208
18 Shawmut Ave,535000,42.572489,-70.987049
14 Lee St,738500,42.563012,-71.173842
10 Water St,490000,42.345316,-71.553055
756 Washington St,666667,42.340771,-71.137314
250 Hammond Pond Pkwy #1107S,565000,42.321947,-71.17303
37 Edward Dr #37,430000,42.138096,-71.1365
60 Sutherland Rd #1,420000,42.338337,-71.149569
36 Silver Hill Ln #16,285000,42.27887,-71.385895
2 Post Oak Ln #10,342500,42.277832,-71.38689
390 Salem St,1725000,42.51225,-71.021204
19 Colgate Rd,2500000,42.282169,-71.284985
112 Pleasant St,615000,42.16094,-71.21027
269 Emerson St #1,790000,42.334394,-71.035943
3 Coral Pl,879500,42.380322,-71.063142
271 Parker St,715000,42.318039,-71.194595
149 Atlantic Ave,2865,42.474674,-70.889785
22 Northern Ave,500000,42.553503,-70.898477
1 Wildflower Path #1,593412,42.377668,-71.58526
1 Charles St S #607,700000,42.351787,-71.067367
35 Desmoines Rd #310,212500,42.242052,-70.979435
11 Elton St,875000,42.313849,-71.056443
27 Albany Cir,680000,42.578037,-70.879693
851 E 1st St #3,749000,42.338229,-71.030126
14 Grand View Ave,1650000,42.384606,-71.09486
5 Stacey St #5,799000,42.282168,-71.384652
23 Cedar St,1695000,42.388843,-71.114656
43 Crafts St,320000,42.354655,-71.200323
90 Lakeshore Dr,800000,42.210991,-71.22901
1008 Main St,675000,42.538142,-71.10489
22 Lindbergh Ave,475000,42.214727,-70.963237
166 Quincy Shore Dr #111,470000,42.284888,-71.030282
32 Lourdes Ave #32,1025000,42.307391,-71.103591
36-38 Wiltshire Rd #1,569000,42.356732,-71.196473
5 Trask St,420000,42.567678,-70.934158
341 Shears St,307000,42.08552,-71.32304
468 Park St,600000,42.56812,-71.128851
48 Montvale St #2,525000,42.284668,-71.144325
298 Central St,607800,42.168609,-70.94222
17 Stanford Dr,1675000,42.211091,-70.900527
53 Roosevelt Rd,1216000,42.31391,-71.192997
2 Clarendon St #102,924000,42.344144,-71.072013
12 Whitetail Way,885000,42.557237,-71.51305
10 Dana Rd,717000,42.541888,-71.09121
41-43 Brandon Rd,950000,42.263051,-71.088618
60 Lenox St #8,760000,42.193867,-71.196966
51 Walnut St,240000,42.443227,-71.019143
71 Avon Hill St,4250000,42.385294,-71.124861
995 Massachusetts Ave #403,285000,42.419277,-71.167759
28 Holbrook Ct,850000,42.464673,-71.060286
46 Greentree Ln #46,235000,42.166947,-70.953221
157 Providence Hwy,399000,42.222424,-71.181706
112 Mohawk Path,1300000,42.226033,-71.419086
221 Mount Auburn St #707,1437500,42.374662,-71.129921
224 Park St #B5,528000,42.46937,-71.106267
18 Flying Cloud Ln #18,450000,42.497666,-70.919538
3 Bennett St #405,760000,42.499013,-71.064664
22-36 Walnut Park #2,2279000,42.355368,-71.192593
37 Canal St #I,387500,42.456749,-70.974284
14 Mary Way,1246000,42.035872,-71.265243
36 Hillcrest Rd,1190000,42.278285,-71.216572
202-204 Orchard St,1125000,42.376949,-71.18737
1108 Webster St,609000,42.139204,-70.891367
28 Mount Vernon St #2,5900000,42.358358,-71.065878
276 Harvard St #7,850000,42.368903,-71.103737
49 Hobart Ter,507000,42.223918,-70.977647
310 West St,679000,42.265535,-71.128923
1 Ox Pasture,1700000,42.436794,-71.133226
19 Bishops Forest Dr #19,775000,42.402123,-71.234057
324 Lincoln St,605000,42.129161,-71.090027
41 Greenwood Ave,760000,42.282164,-71.225015
139 Prospect St #2,680000,42.473064,-71.45879
286 Goldsmith St,575000,42.531472,-71.46145
41 Columbia Rd,600000,42.571634,-70.932386
15 1st St,868000,42.455918,-71.059771
103 Pine St,750000,42.563152,-70.950768
3 Seal Harbor Rd #634,430000,42.387932,-70.96783
27 Washington St,563025,42.507286,-70.847567
90-A Kenberma St,275000,42.282801,-70.875158
15 Prospect Ave,449000,42.290731,-70.880257
5-7 Westglow St #7-1,550000,42.289011,-71.054976
391 Franklin St,410000,42.074413,-71.338295
65 E India Row #38D,660000,42.357947,-71.050993
6 Coleman Ct,530000,42.297723,-71.361353
474 Revere Beach Blvd #1106,449000,42.42762,-70.980493
150 Hibiscus Ave,275000,42.230887,-70.956812
262-268 Ocean St,15500000,42.461129,-70.93493
21 Myrtle St,1360000,42.452222,-71.131418
185 Quincy Shore Dr #58,361000,42.284613,-71.03051
8 Colonial Village Dr #4,315000,42.426512,-71.185837
126 Beaver St #167,125000,42.275493,-71.405084
126 Beaver St #178,125000,42.275493,-71.405084
126 Beaver St #5,120000,42.275493,-71.405084
85 Baker Ave,805000,42.558295,-70.874143
599 Essex Ave,636000,42.620589,-70.725342
35 Prospect St #104,262000,42.477181,-71.148405
58 Chestnut St,599000,42.537037,-71.056254
132 W 9th St,1000000,42.334378,-71.053979
14 Black Horse Dr,765000,42.467959,-71.492274
44 Clubhouse Dr #44,1570000,42.206035,-70.905373
446 Highland Ave,1050000,42.427351,-71.081323
10-14 Sydney St #2,907500,42.313262,-71.052925
1457 Beacon St,1720000,42.3296,-71.223959
42 Cabral Dr,1150000,42.575248,-71.021943
9 Lawrence Dr,1380000,42.485852,-70.871564
27 Smiths Point Rd,11500000,42.560547,-70.773429
248 College Farm Rd,650000,42.401587,-71.242694
141 Edinboro St,799900,42.355927,-71.212768
22 River St #1,640000,42.356927,-71.070273
58 N Shore Rd,605000,42.147289,-71.020441
117 Gibbs St,1300000,42.333441,-71.191018
146 Central St,950000,42.453655,-71.395792
15 Westmoreland Rd,2061449,42.194125,-70.88471
77 Court St #302,1112500,42.352996,-71.205094
2 Bonito Dr,1,42.317133,-71.400679
21 Lee St #3L,1015000,42.368692,-71.106881
527 E Broadway #203,957000,42.335493,-71.042963
86 Durham Rd #86,386000,42.22868,-71.13845
143 Tyson Commons Ln #143,479000,42.174425,-70.982709
1 Taylor St #A,585000,42.343842,-71.068549
101 N Union St,784600,42.412638,-71.136588
423 Village St,580000,42.139787,-71.377773
16 Riverview Dr,606000,42.267304,-71.451142
52 Barnstable Rd,1015000,42.126313,-71.348773
31 Priscilla Cir,2700000,42.309927,-71.259624
30 Elmwood St,1507000,42.399533,-71.126523
377 W 1st St #7,1800000,42.33798,-71.044383
11 Masconomet Rd,655000,42.665801,-70.839601
24 Victor St,325000,42.455368,-71.000431
18 Lexington Dr,590000,42.570388,-70.888603
218 Thorndike St #110,185,42.370512,-71.087732
19 Elmore St,1870000,42.338885,-71.194169
140 Derby St,715000,42.358179,-71.229706
11 Babcock Pl,618000,42.243543,-71.156307
22 Patricia Dr #22,392000,42.137002,-71.14105
200 Cove Way #106,320000,42.251721,-70.980697
580 Washington St #1505,1927500,42.353823,-71.062232
51 Fulton St,885000,42.244049,-71.157854
1212 Greendale Ave #315,400000,42.268097,-71.20523
457 Parker St,1250000,42.312018,-71.196705
32 Woodland Rd,1,42.423675,-71.139679
73 Grandview Rd,1185000,42.414895,-71.1773
34 Union St,815000,42.481298,-71.149572
15 River Rd #15,1632000,42.694352,-70.792709
30 Cornell Dr,420000,42.155641,-71.543613
14 Presidents Ln #3,307500,42.255439,-71.010118
11 Belmont Ln,1185000,42.58075,-71.08574
446 W 2nd St,1675000,42.337279,-71.044856
59 Myrtle St #4,530000,42.366106,-71.235699
30 Spring St,1180000,42.031111,-71.423143
350 Revere Beach Blvd #6D,320000,42.420978,-70.985684
168 Humphrey St #PHB,403000,42.46795,-70.916795
33 Elmwood Park #4,370000,42.266655,-71.02301
33 Munroe St #2,375000,42.462581,-70.94718
60 Bonair St,485000,42.388694,-71.090298
26 Stillman St #3-3,850000,42.363764,-71.056946
7 Jennifer Cir,1250000,42.276653,-71.376984
57 Fort Meadow Dr,650000,42.376148,-71.541737
20-30 Daniels St #220,440000,42.429181,-71.053832
13 P St,775000,42.299904,-70.884971
14 Cliff Ter,650000,42.438418,-71.045753
91 George St,905000,42.412543,-71.115621
49 Pheasant Landing Rd,2000000,42.272152,-71.282279
21 Eliot Rd,1451000,42.439683,-71.219431
54 Adams St #54,353000,42.342462,-71.549843
25 1 Salem St,1100000,42.476781,-70.892871
617 Massachusetts Ave #1,650000,42.33696,-71.077725
16 Cutting Rd,2200000,42.474127,-70.886947
27 Old Cart Path,1020000,42.234066,-71.429226
5 Erin Way,1675000,42.237137,-71.190067
22 Eaton Rd,3616198,42.278711,-71.223663
139 Pleasant St #C12,204000,42.347979,-71.561218
3 Elm St #3,305000,42.482968,-71.476218
173 Warren Ave #1,1708000,42.343895,-71.076361
85 E India Row #32H,700000,42.358311,-71.050532
10 Nouvelle Way #S301,765000,42.300816,-71.382578
266 Sumner St #2,510000,42.367649,-71.036933
163 Winter St,1600000,42.202621,-71.220139
89 Van Ness Rd,1400000,42.37943,-71.165837
3 Oak Tree Rd,705000,42.269983,-71.176673
6 Mcdonald Rd,1280000,42.579127,-71.179426
247 Park St,700000,42.572463,-71.09483
64 Trout Farm Ln,581000,42.023514,-70.740674
99 Pine Ln,931000,42.221338,-71.191571
69 Highland St #2,390000,42.370381,-71.249148
266 Mountain Ave,825000,42.413703,-71.018629
21 Renfrew St,837000,42.408604,-71.112071
46 Regent Cir #46,1280000,42.336859,-71.139563
36 Ruby Ave,705000,42.485051,-70.889786
21 Beacon Blvd,750000,42.510118,-70.951193
15 Hardy St #1,345000,42.522993,-70.885323
25 Lynde St #2,600000,42.522349,-70.897609
1370 Main St,1350000,42.454359,-71.397003
273 Cambridge Rd #607,315000,42.461205,-71.169544
68 Woodcliff Rd,4800000,42.318939,-71.289997
187 Florence St #1L,400000,42.287178,-71.121335
51 Fairbanks St,735000,42.352437,-71.1629
100 Rosemary Way #222,450000,42.289329,-71.237992
1122 Webster St,3300000,42.269899,-71.22941
35 Carol Dr,761250,42.220543,-71.15136
450 Mount Wayte Ave,1,42.288476,-71.437214
369 Dutton Rd,965000,42.377323,-71.453535
414 Village Ln #414,600000,42.113361,-71.47788
118 Evelyn Rd,1759000,42.303631,-71.231038
791 Granite St,730000,42.204495,-71.023268
12 Stuart St,1300000,42.385437,-71.435736
40 Claflin Rd #2,1075000,42.336785,-71.136479
9 Woodside Rd,575000,42.615795,-70.883969
5 Skyview Rd,2695000,42.483461,-71.247785
38 Indian Wind Dr,1125000,42.205367,-70.813915
26 Holly Ln #1D,640000,42.322612,-71.165547
38 Rockview St #2,890000,42.314773,-71.109805
855 Main St #3,655000,42.504999,-71.159879
27 Lincoln Ave,705000,42.50817,-70.857081
170 Queens Brook Rd,460000,42.059165,-70.823184
11 Cheriton Rd #108,497500,42.260825,-71.156937
14 Boardman St,785000,42.525495,-70.88603
1025 Broadway,1275000,42.401839,-71.123354
63 Kenmere Rd,960000,42.417077,-71.087194
159 Main St #21B,435000,42.49159,-71.100431
17 Wyvern St #2,500000,42.288368,-71.117311
360 W 2nd St #9,620000,42.338642,-71.046954
65 Larchwood Dr,3605000,42.377944,-71.145804
215 Harvard St #30,218547,42.404709,-71.108992
1133 N Shore Rd #305,370000,42.417971,-70.99113
64 Columbus Ave,570000,42.200959,-70.994651
64 Naples Rd,4750000,42.347375,-71.124283
15 Farwell St,1165000,42.274032,-71.346484
91 Sherman St #7,885000,42.388662,-71.132719
254 Bremen St #1,575000,42.374736,-71.032082
4 Short Street Pl,701000,42.383218,-71.070654
94 Newbury Ave #406,369900,42.280318,-71.028641
30 Thompson St,845000,42.235711,-71.163787
8 Alden St #4,401000,42.284835,-70.871905
28 Rockingham St #28,1515000,42.355841,-71.110897
254 Ocean St #3,260000,42.46123,-70.934621
19 Harvard St,1420000,42.38558,-71.107317
1043 Boston Post Rd,1365000,42.355527,-71.47349
677 Quincy Shore Dr #403,354000,42.278124,-71.013691
52 Black Pond Hill Rd,835000,42.181411,-70.802217
186-188 Paris St #5,582000,42.37417,-71.035562
120 Fuller St,2875000,42.347671,-71.125145
6 Marmion Rd,1150000,42.46225,-71.053103
188 Brookline Ave #26C,1420000,42.344222,-71.101666
62 Columbus Ave,420000,42.11309,-71.105467
10 Olney Ave,451000,42.551217,-71.187112
13 Olmstead Ave,451000,42.551991,-71.18569
65 Washington St #511,750000,42.522885,-70.895938
244 Salem St #16,367000,42.43062,-71.058929
7 Whiton Ave,1390000,42.257944,-70.898449
96 Baldwin Ln #96,379049,42.480312,-71.491105
11 Janie Ave,449000,42.106938,-71.430194
19 Pearl St,540000,42.280811,-71.349433
1205 Pleasant St,619000,42.207878,-70.924755
261 North St,608000,42.240835,-70.898729
15 Edinboro Rd,381000,42.244795,-70.986291
785 Commercial St,433000,42.226534,-70.941436
36 Carroll Dr,550000,42.074156,-71.229511
30 Bennett St #1,551000,42.372542,-71.220559
121 Springs Rd,1130000,42.496983,-71.274323
3 Kathleen Dr,1460000,42.496033,-71.057872
160 Pine St #2,905000,42.352095,-71.241426
11 Weld St #30,183000,42.270168,-71.403266
28 Inman St #3,1100000,42.368218,-71.104071
23 Parker St #23,630000,42.245582,-71.007509
152 Grant St,675000,42.283293,-71.409715
2 Chase Cir,750000,42.257009,-71.438066
145 Bennington St #218,392000,42.396439,-70.992513
14 Beachview Ave,540000,42.44098,-71.040628
1 Watermill Pl #308,430000,42.425331,-71.17802
581 Lowell St,2050000,42.463414,-71.206921
79 Grove St,1715000,42.438487,-71.142668
76 Perham St,1340000,42.282597,-71.164007
1 Meetinghouse Rd #1,320000,42.452763,-71.432294
33-A Court St #33A,678000,42.353423,-71.202455
3 Marilyn Dr,798000,42.154173,-71.127083
63 Winslow St,615000,42.409811,-71.061983
537 Lowell St,1275000,42.45924,-71.204791
390 Commonwealth Ave #810,900000,42.348872,-71.088555
425 Newbury St #C82,900000,42.348159,-71.089626
492 Massachusetts Ave #32,649000,42.340007,-71.081007
79 Front St,805000,42.218307,-71.494327
36 Village Rd #514,430000,42.600528,-70.972904
105 South St #105,512000,42.182257,-71.297593
376 Ocean Ave #702,460000,42.410931,-70.991344
321 Berlin Rd,520000,42.355063,-71.579118
20 Carryville Xing #20,480000,42.128214,-71.4564
44 Hastings Rd,2315000,42.386685,-71.176522
253 Tremont St,1400000,42.467694,-71.067925
28 Alfred Rd,560000,42.222823,-71.012399
30 Farm Hill Rd,1460000,42.268759,-71.319928
34 Cottage St,810000,42.4845,-71.10321
32 Fremont Ave,619000,42.409654,-71.042275
1 Walkhill Rd,580000,42.198609,-71.197625
123 Samoset Ave,725000,42.285788,-70.873942
274 Maple St,515000,42.338102,-71.541872
6-8 Beecher Ter #B,1850000,42.321834,-71.181815
80 High St #201,319900,42.247567,-71.156474
118 Main St,1,42.391225,-71.566113
23-25 Leslie Rd,1150000,42.387916,-71.180552
337 Maverick St #3,735000,42.366419,-71.03039
67 Fottler Ave,1090000,42.428273,-71.194881
1 Ludlow Rd #1,1460000,42.295716,-71.027037
51 Lynn Fells Pkwy,950000,42.461509,-71.077912
17-23 Lander Ave #2,255000,42.465575,-70.935869
10 Woodcrest Ct #4,300000,42.163263,-70.955291
98 Saint Paul St #A1,525000,42.340279,-71.117628
25 Grandview Ave,1,42.419403,-71.112322
397 Village St,800000,42.140065,-71.375669
44 Chestnut St #3,1780000,42.357419,-71.068547
237 Brown Bear Xing #237,480000,42.519013,-71.429766
70 Hurd Ave,750000,42.455614,-71.001903
179 Presidents Ln #4B,310000,42.250539,-71.006344
112 Adena Rd #112,650000,42.356344,-71.224363
2 Kirby Dr,800000,42.18956,-71.149386
319 A St #210,550000,42.348152,-71.050169
587 E 4th St #3,815000,42.334624,-71.042865
1811 Washington St,715000,42.178204,-71.014658
22 Bridle Path,1787500,42.369058,-71.434982
117 Saratoga St,870000,42.376775,-71.035652
1165 Main St,775000,42.453939,-71.641364
911 Main St,630000,42.53389,-71.104212
99 Florence St #50-1B,1750000,42.318008,-71.177251
82 Virginia Rd #203,435000,42.457967,-71.29665
15 Cranberry Meadow Rd,600000,42.095929,-71.353013
66 Spring St,1115000,42.414759,-71.093433
12 Nixon St #1,525000,42.293343,-71.064895
24 Hathorne St,690000,42.51665,-70.900943
152 Quincy Ave,585000,42.388319,-70.97755
54 Fulton St,1140000,42.422033,-71.101772
7 Evergreen Ave,760000,42.511713,-71.214895
2 Lexington St,985000,42.15186,-71.151346
632 Washington St #G5,537500,42.211515,-71.004024
9 Old Town Rd,2250000,42.326498,-71.274555
20 Omoore Ave,525000,42.425006,-71.463034
300 School St,530000,42.039152,-70.820095
249 Goodmans Hill Rd,1850000,42.375335,-71.410068
46 Putnam Rd,966000,42.537715,-71.102205
23 Church St #10,455000,42.229184,-70.945149
159 Main St #44B,322000,42.494193,-71.100489
42 8th St #5517,950000,42.374011,-71.051866
1 Watermill Pl #118,390000,42.425176,-71.179887
5 Wallace Rd,390000,42.334409,-71.37964
59 Park Ave,660000,42.296928,-71.355659
20 Hammond Pond Pkwy #16,375000,42.320119,-71.172181
153 Sumner St #4,415000,42.247798,-70.986884
9 Monmouth St #3,1300000,42.385833,-71.107287
67 Littlefield St,520000,42.265264,-70.952325
21 Linden St #118,300000,42.26894,-71.02227
1 Beech St,900000,42.308584,-71.231004
47 Alder St #37,651800,42.36673,-71.234873
63 Goddard St,669000,42.237602,-71.003921
160 H St,1650000,42.33246,-71.041335
70 Edwardel Rd,2836000,42.288074,-71.21359
3 Kendra Dr,1510000,42.405255,-71.429013
66 Pine Hill Rd,900000,42.501442,-71.278813
111 Gage Ave,610000,42.421453,-71.008526
42 Emerson Rd,910000,42.26256,-71.040976
136-140R Shawmut Ave #1D,2250000,42.345888,-71.066287
261 Walnut St,2410000,42.329093,-71.124633
186-188 Paris St #3,614000,42.37417,-71.035562
10-12 Reed St #1,846000,42.393585,-71.132186
530 Massachusetts Ave #1A,680000,42.338829,-71.079739
78 Dalby St #8,525000,42.363489,-71.200194
170 Gore St #310,580000,42.37267,-71.085463
20 2nd St #224,790000,42.371238,-71.078517
145 Pinckney St #216,510000,42.358804,-71.072238
15 River St #603,700000,42.356702,-71.070145
101 Grew Ave #IV9,528000,42.275626,-71.122088
1188 Trapelo Rd,870000,42.412275,-71.240747
21 Tower Hill Rd,400000,42.199841,-71.019535
2 Hawthorne Pl #7D,875000,42.363414,-71.066571
385 Elm St,705000,42.22594,-70.993509
